incident_num,name,location,apt_lot,date_time,lat,lng
2012206763,PARKING VIOLATION,3517 LA MESA DR-CO,,2012-10-29 12:25:24,38.911480,-92.303660
2012206759,SPECIAL ASSIGNMENT,1104 PROVIDENCE RD N-CO,,2012-10-29 12:17:55,38.963360,-92.331430
2012206757,TRAFFIC STOP,1906 PROVIDENCE RD N-CO,,2012-10-29 12:12:04,38.972710,-92.333350
2012206756,PARKING VIOLATION,1724 LOUISE CIR-CO,,2012-10-29 12:11:52,38.906720,-92.314370
2012206758,OTHER OFFENSE,300 LOCH LN-CO,,2012-10-29 12:11:04,38.951090,-92.373500
2012206755,STALLED VEHICLE,CLARK LN-CO/HIGHWAY 63 CONNECTOR NB-CO,,2012-10-29 12:07:26,38.9636,-92.2918
2012206754,LAW ALARM,201 BROADWAY W-CO,C,2012-10-29 12:05:20,38.952500,-92.340200
2012206751,PARKING VIOLATION,1815 JUNIPER CIR-CO,,2012-10-29 12:04:08,38.907200,-92.312150
2012206749,PARKING VIOLATION,1915 JUNIPER DR-CO,,2012-10-29 12:00:23,38.906550,-92.311000
2012206753,911 CHECKS,1207 ASH ST E-CO,B,2012-10-29 12:00:16,38.953810,-92.323260
2012206747,TRAFFIC STOP,GREEN MEADOWS RD E-CO/PROVIDENCE RD S-CO,,2012-10-29 11:55:05,38.9163,-92.3347
2012206744,TRAFFIC STOP,PROVIDENCE RD S-CO/RESEARCH PARK DR-CO,,2012-10-29 11:49:15,38.9348,-92.3366
2012206746,LAW ALARM,1215 CLINKSCALES RD-CO,,2012-10-29 11:48:55,38.966520,-92.362200
2012206743,DISTURBANCE,1615 SYLVAN LN-CO,1J,2012-10-29 11:37:36,38.969240,-92.301440
2012206740,LARCENY,108 RIPLEY ST-CO,,2012-10-29 11:06:36,38.953140,-92.318220
2012206737,TRAFFIC STOP,STADIUM BLVD E-CO/MICK DEAVER DR-CO,,2012-10-29 09:17:44,38.9363,-92.3311
2012206734,TRAFFIC STOP,STADIUM BLVD N-CO/BERNADETTE DR-CO,,2012-10-29 09:05:39,38.9653,-92.3712
2012206730,TRAFFIC STOP,GRINDSTONE PKWY-CO/HIGHWAY 63 S NB-CO,,2012-10-29 08:34:19,38.9129,-92.2935
2012206729,LARCENY,111 STADIUM BLVD N-CO,A,2012-10-29 08:12:58,38.957050,-92.373530
2012206728,TRAFFIC STOP,I70 W-CO/PROVIDENCE RD N-CO,,2012-10-29 08:00:16,38.9691,-92.3337
2012206725,DISTURBANCE,2112 BUSINESS LOOP 70 E-CO,133,2012-10-29 07:17:23,38.963460,-92.306140
2012206724,SUSPICIOUS VEHICLE,1201 GRINDSTONE PKWY-CO,A,2012-10-29 07:13:57,38.913120,-92.324050
2012206723,TRAFFIC STOP,FIFTH ST N-CO/BROADWAY E-CO,,2012-10-29 06:40:31,38.9516,-92.3319
2012206720,CHECK OPEN BUSINESS,25 CONLEY RD-CO,,2012-10-29 06:19:05,38.949690,-92.296320
2012206718,TRAFFIC STOP,COLLEGE AV N-CO/BROADWAY E-CO,,2012-10-29 06:12:53,38.9514,-92.3219
2012206717,ASSIST OFFICER,411 BROADWAY E-CO,,2012-10-29 06:02:32,38.951820,-92.332410
2012206715,TRAFFIC STOP,SYLVAN LN-CO/CLARK LN-CO,,2012-10-29 05:57:35,38.9652,-92.3013
2012206710,TRAFFIC STOP,VANDIVER DR-CO/BURLINGTON ST-CO,,2012-10-29 05:28:30,38.9717,-92.3093
2012206709,TRESPASS SUBJECT,2929 NORTHLAND DR-CO,201,2012-10-29 05:20:54,38.980420,-92.318880
2012206708,C&I; DRIVING,VANDIVER DR-CO/PARKER ST-CO,,2012-10-29 05:14:12,38.9711,-92.3131
2012206702,TRAFFIC STOP,CHERRY ST-CO/EIGHTH ST S-CO,,2012-10-29 04:48:00,38.9505,-92.3286
2012206700,TRAFFIC STOP,1244 I70 W-CO,,2012-10-29 04:38:49,38.9687,-92.3729
2012206699,TRAFFIC STOP,904 COLLEGE AV N-CO,,2012-10-29 04:35:21,38.960450,-92.320920
2012206698,TRAFFIC STOP,904 COLLEGE AV N-CO,,2012-10-29 04:34:50,38.960450,-92.320920
2012206697,911 CHECKS,301 TIGER LN-CO,629,2012-10-29 04:31:12,38.959090,-92.369940
2012206696,911 CHECKS,1416 RISEN STAR CT-CO,,2012-10-29 04:24:39,38.994610,-92.317130
2012206690,LARCENY,1515 WALNUT ST E-CO,101,2012-10-29 04:05:50,38.952610,-92.317520
2012206689,SUSPICIOUS INCIDENT,4815 CLARK LN-CO,100,2012-10-29 04:04:16,38.965510,-92.262490
2012206688,DWI,3911 PEACHTREE DR-CO,,2012-10-29 03:48:31,38.906350,-92.337990
2012206682,CIVIL MATTER,1011 LONDON DR-CO,,2012-10-29 03:41:57,38.962380,-92.353650
2012206705,PEACE DISTURBANCE,101 BURNAM RD E-CO,,2012-10-29 03:41:01,38.942140,-92.335790
2012206676,LARCENY,2415 SANTA ROSA CT-CO,,2012-10-29 03:32:59,38.910770,-92.302620
2012206683,ABANDONED  VEHICLE,1100 SMILEY LN-CO,,2012-10-29 03:17:32,38.992740,-92.323190
2012206671,PEACE DISTURBANCE,1212 PAQUIN ST-CO,,2012-10-29 02:58:09,38.947500,-92.322490
2012206668,LAW ALARM,2003 WORLEY ST W-CO,,2012-10-29 02:55:19,38.961440,-92.369540
2012206666,LARCENY,4018 ARCTIC FOX DR-CO,,2012-10-29 02:46:01,38.992560,-92.334770
2012206663,DISTURBANCE,2904 RANGE LINE ST-CO,89,2012-10-29 02:28:11,38.980410,-92.324750
2012206657,TRAFFIC STOP,WILLIAM ST N-CO/JACK ESTES WY-CO,,2012-10-29 02:18:16,38.9517,-92.3169
2012206651,TRAFFIC STOP,STADIUM BLVD N-CO/ASH ST W-CO,,2012-10-29 02:00:56,38.9576,-92.3714
2012206650,TRAFFIC STOP,3211 CLARK LN-CO,A,2012-10-29 01:58:00,38.964430,-92.290030
2012206673,CIVIL MATTER,1524 RALEIGH DR-CO,,2012-10-29 01:48:55,39.000770,-92.314790
2012206649,LARCENY,1121 BUSINESS LOOP 70 E-CO,A,2012-10-29 01:47:10,38.964560,-92.323270
2012206648,SUSPICIOUS INCIDENT,2010 I70 DR SOUTHWEST-CO,,2012-10-29 01:46:10,38.966370,-92.370500
2012206644,CHECK SUBJECT,111 NINTH ST S-CO,140,2012-10-29 01:31:09,38.950280,-92.327720
2012206637,911 CHECKS,1301 OLD HIGHWAY 63 S-CO,,2012-10-29 01:24:52,38.933180,-92.311820
2012206634,911 CHECKS,5050 BRISTOL LAKE PKWY-CO,,2012-10-29 01:11:21,38.892940,-92.294230
2012206629,LAW ALARM,4200 NEW HAVEN RD-CO,,2012-10-29 01:04:59,38.911950,-92.276800
2012206628,TRAFFIC STOP,OAKLAND GRAVEL RD-CO/SOUTH DR-CO,,2012-10-29 01:04:29,38.9763,-92.3023
2012206627,911 CHECKS,1604 TIDE WATER DR-CO,,2012-10-29 00:59:02,39.005480,-92.314250
2012206624,LOCKOUT,1710 KITTY HAWK DR-CO,3,2012-10-29 00:49:15,38.976160,-92.312800
2012206616,MISCELLANEOUS SERVICE,600 WALNUT ST E-CO,,2012-10-29 00:35:43,38.952480,-92.330470
2012206633,PARKING VIOLATION,MEADOW VIEW DR-CO/WINDSTONE DR-CO,,2012-10-29 00:33:58,38.9034,-92.3084
2012206609,ACCIDENT,SCOTT BLVD-CO/CHAPEL HILL RD-CO,,2012-10-29 00:25:43,38.9344,-92.3996
2012206610,911 CHECKS,2910 WEST HENLEY DR-CO,,2012-10-29 00:24:39,38.980770,-92.285650
2012206607,911 CHECKS,2405 EAST WILLOWBROOK RD-CO,,2012-10-29 00:21:04,38.975620,-92.294600
2012206606,STALLED VEHICLE,BROADWAY E-CO/BROADWAY BLUFFS DR-CO,,2012-10-29 00:19:34,38.9471,-92.3018
2012206604,CHECK SUBJECT,DOWNTOWN,,2012-10-29 00:16:45,38.9525,-92.3305
2012206600,WARRANT,3406 RANGE LINE ST-CO,81,2012-10-29 00:15:10,38.983690,-92.323710
2012206660,OTHER OFFENSE,1205 UNIVERSITY AV-CO,,2012-10-29 00:09:15,38.946970,-92.323000
2012206656,OTHER OFFENSE,5715 CANAVERAL DR-CO,,2012-10-28 23:55:40,38.955790,-92.249860
2012206592,911 CHECKS,3514 I70 DR SOUTHEAST-CO,,2012-10-28 23:50:35,38.960530,-92.283970
2012206591,SHOTS FIRED,2304 HENDRIX DR-CO,,2012-10-28 23:50:33,38.966230,-92.303050
2012206589,CIVIL MATTER,1524 RALEIGH DR-CO,,2012-10-28 23:44:12,39.000770,-92.314790
2012206588,ACCIDENT,HIGHWAY 63 N NB-CO/ROUTE B-CO,,2012-10-28 23:43:45,38.9883,-92.2858
2012206631,ACCIDENT,3301 BROADWAY BUSINESS PARK CT-CO,D,2012-10-28 23:38:55,38.954720,-92.386120
2012206584,ASSAULT,1817 BROADWAY W-CO,A,2012-10-28 23:35:52,38.956520,-92.365210
2012206587,SUSPICIOUS PERSON,2001 WORLEY ST W-CO,A,2012-10-28 23:34:49,38.962790,-92.369090
2012206613,LARCENY,1500 GARY ST-CO,,2012-10-28 23:17:53,38.954200,-92.360490
2012206579,SUSPICIOUS INCIDENT,2013 NEWTON DR-CO,,2012-10-28 23:13:38,38.973880,-92.335850
2012206573,PEACE DISTURBANCE,1212 PAQUIN ST-CO,,2012-10-28 23:02:39,38.947500,-92.322490
2012206590,SOLICITOR,25 CONLEY RD-CO,A,2012-10-28 22:59:55,38.949690,-92.296320
2012206570,CIVIL MATTER,2001 NEWTON DR-CO,8,2012-10-28 22:59:00,38.973430,-92.335930
2012206568,TRAFFIC STOP,BLUE RIDGE RD-CO/PROVIDENCE RD N-CO,,2012-10-28 22:57:25,38.9833,-92.3333
2012206569,911 CHECKS,308 DUNCAN ST-CO,,2012-10-28 22:55:56,38.959270,-92.343070
2012206564,PARKING VIOLATION,2700 GREEN VALLEY DR-CO,,2012-10-28 22:40:04,38.944070,-92.297850
2012206562,SUSPICIOUS PERSON,3000 BLK CLARK LN-CO,,2012-10-28 22:31:47,38.9635,-92.2925
2012206558,TRAFFIC STOP,STADIUM BLVD E-CO/PROVIDENCE RD S-CO,,2012-10-28 22:28:53,38.9379,-92.3343
2012206557,DWI,PARIS RD-CO/VANDIVER DR-CO,,2012-10-28 22:25:33,38.9731,-92.3025
2012206563,LARCENY,1109 LOCUST ST-CO,1,2012-10-28 22:19:09,38.949630,-92.324560
2012206548,SHOTS FIRED,3208 CANNERY ROW CT-CO,,2012-10-28 22:12:02,38.982810,-92.384430
2012206561,PEACE DISTURBANCE,1512 SYLVAN LN-CO,4,2012-10-28 21:44:09,38.967410,-92.300920
2012206547,LEAVING THE SCENE ACCIDENT,2700 GREEN VALLEY DR-CO,,2012-10-28 21:39:55,38.944070,-92.297850
2012206571,LARCENY,4187 BETHANY DR W-BC,,2012-10-28 21:35:11,38.91782,-92.398374
2012206532,LARCENY,508 NIFONG BLVD E-CO,,2012-10-28 21:24:30,38.909490,-92.331940
2012206525,ACCIDENT,GRINDSTONE PKWY-CO/FALLING LEAF LN-CO,,2012-10-28 21:15:51,38.9129,-92.2955
2012206526,SUSPICIOUS INCIDENT,1042 CLAUDELL LN-CO,101,2012-10-28 21:15:27,38.961700,-92.365530
2012206523,CHECK SUBJECT,500 WALNUT ST E-CO,,2012-10-28 21:08:25,38.952240,-92.331580
2012206522,LARCENY,3907 BUTTONWOOD DR-CO,4205,2012-10-28 21:05:32,38.907950,-92.331900
2012206519,911 CHECKS,2500 OLD HIGHWAY 63 S-CO,714,2012-10-28 20:53:21,38.921100,-92.305960
2012206517,911 CHECKS,2300 BERNADETTE DR-CO,5521,2012-10-28 20:50:33,38.963670,-92.375570
2012206531,OTHER OFFENSE,CAMBRIDGE PLACE SUBDIVISION,,2012-10-28 20:48:30,,
2012206513,LAW ALARM,3706 TRIPLE CROWN DR-CO,,2012-10-28 20:45:31,38.988090,-92.317890
2012206545,HARASSMENT,1708 AMELIA ST-CO,A,2012-10-28 20:36:46,38.958160,-92.313290
2012206511,911 CHECKS,111 NINTH ST S-CO,50,2012-10-28 20:35:51,38.950210,-92.327720
2012206520,STALLED VEHICLE,PARIS RD-CO/WHITE GATE DR-CO,,2012-10-28 20:28:30,38.9681,-92.3074
2012206508,DISTURBANCE,212 OLD HIGHWAY 63 N-CO,,2012-10-28 20:27:36,38.954210,-92.310940
2012206566,PEACE DISTURBANCE,2302 WHITE GATE DR-CO,,2012-10-28 20:21:14,38.967720,-92.303260
2012206500,911 CHECKS,2300 BERNADETTE DR-CO,604,2012-10-28 20:06:50,38.963330,-92.375780
2012206504,CIVIL MATTER,203 THIRD AV-CO,,2012-10-28 20:03:36,38.962300,-92.334960
2012206497,ACCIDENT,BUSINESS LOOP 70 E-CO/PROVIDENCE RD N-CO,,2012-10-28 20:01:18,38.9647,-92.3339
2012206495,TRAFFIC STOP,CLARK LN-CO/HIGHWAY 63 CONNECTOR NB-CO,,2012-10-28 19:59:25,38.9636,-92.2918
2012206512,SHOPLIFTING,415 CONLEY RD-CO,3,2012-10-28 19:57:47,38.954950,-92.296690
2012206493,LAW ALARM,901 CONLEY RD-CO,,2012-10-28 19:55:15,38.960750,-92.293740
2012206489,HARASSMENT,915 ASH ST W-CO,,2012-10-28 19:48:12,38.955920,-92.352350
2012206483,SUSPICIOUS PERSON,201 STADIUM BLVD N-CO,,2012-10-28 19:28:05,38.958210,-92.373180
2012206505,PEACE DISTURBANCE,1212 PAQUIN ST-CO,,2012-10-28 19:12:11,38.947500,-92.322490
2012206472,STALLED VEHICLE,HIGHWAY 63 CONNECTOR NB-CO/CLARK LN-CO,,2012-10-28 19:04:45,38.9636,-92.2918
2012206487,SUSPICIOUS INCIDENT,6 COLLEGE AV N-CO,,2012-10-28 19:04:07,38.951740,-92.321540
2012206471,ACCIDENT,COLLEGE AV S-CO/BROADWAY E-CO,,2012-10-28 18:59:44,38.9514,-92.3219
2012206488,PARKING VIOLATION,307 ST JOSEPH ST-CO,,2012-10-28 18:54:02,38.955030,-92.323180
2012206473,LEAVING THE SCENE ACCIDENT,3001 PROVIDENCE RD S-CO,,2012-10-28 18:50:40,38.918740,-92.337760
2012206480,VANDALISM,SULLIVAN ST-CO/SMILEY LN-CO,,2012-10-28 18:43:50,38.9939,-92.3355
2012206469,DISTURBANCE,3900 CLARK LN-CO,56,2012-10-28 18:40:49,38.962990,-92.277990
2012206474,LARCENY,1412 RANGE LINE ST-CO,,2012-10-28 18:35:16,38.966120,-92.323940
2012206457,DWI,I70 E-CO/STADIUM BLVD N-CO,,2012-10-28 18:31:48,38.9682,-92.3711
2012206481,LARCENY,1121 BUSINESS LOOP 70 E-CO,2A,2012-10-28 18:29:40,38.964560,-92.323270
2012206478,VANDALISM,101 CONLEY RD-CO,,2012-10-28 18:28:10,38.951320,-92.296520
2012206454,SHOPLIFTING,2200 BERNADETTE DR-CO,,2012-10-28 18:17:55,38.963710,-92.375040
2012206477,OTHER OFFENSE,1501 VANDIVER DR-CO,266,2012-10-28 18:09:36,38.973930,-92.312940
2012206501,VANDALISM,604 PEAR TREE CIR-CO,,2012-10-28 18:04:02,38.899330,-92.351250
2012206452,RECOVER PROPERTY,2206 PORT TOWNSEND CT-CO,,2012-10-28 17:51:29,38.876260,-92.375700
2012206470,CHECK SUBJECT,303 TENTH ST N-CO,,2012-10-28 17:47:32,38.954850,-92.326690
2012206450,LOCKOUT,908 I70 DR SOUTHWEST-CO,,2012-10-28 17:42:10,38.965740,-92.351370
2012206442,CHECK SUBJECT,1601 COLONIAL CT-CO,,2012-10-28 17:26:28,38.968190,-92.299390
2012206433,RECOVER PROPERTY,4779 BETHEL ST-CO,,2012-10-28 17:21:51,38.898080,-92.345270
2012206443,TRAFFIC HAZARD,HIGHWAY 63 N SB-CO/BROADWAY E-CO,,2012-10-28 17:14:39,38.9465,-92.2938
2012206476,LITTERING,1007 CLAUDELL LN-CO,,2012-10-28 17:14:06,38.963940,-92.366290
2012206428,LAW ALARM,4004 NORTH PHOENIX RD-CO,,2012-10-28 17:10:21,38.970510,-92.276050
2012206434,LEAVING THE SCENE ACCIDENT,511 ROLLINS ST-CO,,2012-10-28 17:07:08,38.942870,-92.331640
2012206425,911 CHECKS,2600 OLD HIGHWAY 63 S-CO,304,2012-10-28 17:03:34,38.920190,-92.306540
2012206421,911 CHECKS,2500 OLD HIGHWAY 63 S-CO,212,2012-10-28 16:55:09,38.920550,-92.306410
2012206419,CHECK SUBJECT,3150 ROCK QUARRY RD-CO,,2012-10-28 16:52:37,38.915410,-92.312990
2012206416,LAW ALARM,618 JACKSON ST-CO,,2012-10-28 16:45:09,38.965160,-92.347180
2012206427,RECOVER PROPERTY,816 BROADWAY E-CO,,2012-10-28 16:44:16,38.951340,-92.327920
2012206432,MISSING VEHICLE,304 NINTH ST S-CO,100,2012-10-28 16:42:18,38.948260,-92.327300
2012206423,ASSIST OFFICER,COLLEGE AV N-CO/WALNUT ST E-CO,,2012-10-28 16:38:18,38.9525,-92.3217
2012206405,911 CHECKS,KEENE ST N-CO/BERRYWOOD DR-CO,,2012-10-28 16:18:19,38.9593,-92.289
2012206404,CHECK SUBJECT,321 TRINITY PL-CO,,2012-10-28 16:16:05,38.956100,-92.335710
2012206418,FRAUD,819 WALNUT ST E-CO,,2012-10-28 15:56:53,38.952710,-92.327790
2012206397,TRAFFIC STOP,SMILEY LN-CO/DERBY RIDGE DR-CO,,2012-10-28 15:56:02,38.993,-92.3174
2012206398,LARCENY,1121 BUSINESS LOOP 70 E-CO,A,2012-10-28 15:53:00,38.964560,-92.323270
2012206395,OTHER OFFENSE,1417 RALEIGH DR-CO,,2012-10-28 15:50:11,39.001230,-92.316770
2012206392,RECOVER PROPERTY,3215 CLARK LN-CO,A,2012-10-28 15:46:06,38.966230,-92.289540
2012206407,VANDALISM,900 MOSS ST-CO,,2012-10-28 15:38:23,38.960660,-92.311690
2012206389,SUSPICIOUS VEHICLE,3711 CLARK LN-CO,,2012-10-28 15:36:06,38.964380,-92.281720
2012206426,VANDALISM,PROVIDENCE RD S-CO/HINKSON CREEK-CO,,2012-10-28 15:28:36,38.9278,-92.339
2012206386,911 CHECKS,813 PRAIRIE LN W-BC,,2012-10-28 15:23:38,,
2012206394,LARCENY,2701 PROVIDENCE RD S-CO,,2012-10-28 15:20:54,38.920390,-92.336470
2012206385,911 CHECKS,109 KEENE ST N-CO,004,2012-10-28 15:17:55,38.953130,-92.290380
2012206379,CHECK SUBJECT,MELISSA DR-CO/OSAGE DR-CO,,2012-10-28 14:57:35,38.9701,-92.2617
2012206380,LARCENY,1416 OLD HIGHWAY 63 S-CO,,2012-10-28 14:56:00,38.932080,-92.310660
2012206408,LARCENY,2415 SANTA ROSA CT-CO,,2012-10-28 14:33:43,38.910770,-92.302620
2012206372,ACCIDENT,STADIUM BLVD N-CO/BUSINESS LOOP 70 W-CO,,2012-10-28 14:24:41,38.9703,-92.3711
2012206371,LAW ALARM,1714 BURLINGTON ST-CO,,2012-10-28 14:24:16,38.969950,-92.308580
2012206370,MISSING VEHICLE,1019 BROADWAY E-CO,,2012-10-28 14:19:15,38.951660,-92.325820
2012206382,FRAUD,3700 HYDE PARK AV-CO,,2012-10-28 14:09:02,38.909000,-92.329080
2012206364,911 CHECKS,4901 AZTEC BLVD-CO,2,2012-10-28 13:40:34,38.977090,-92.262600
2012206365,BURGLARY,3528 ROCK QUARRY RD-CO,,2012-10-28 13:40:13,38.911460,-92.311960
2012206367,PEACE DISTURBANCE,1607 RICHARDSON ST-CO,23,2012-10-28 13:33:44,38.955260,-92.315630
2012206356,LAW ALARM,1215 CLINKSCALES RD-CO,,2012-10-28 12:57:24,38.966520,-92.362200
2012206350,ACCIDENT,COPPERSTONE CREEK DR-CO/SCOTT BLVD S-CO,,2012-10-28 12:50:45,38.906,-92.4004
2012206352,911 CHECKS,4212 COPPERSTONE CREEK DR-CO,,2012-10-28 12:50:06,38.905510,-92.400120
2012206353,911 CHECKS,1807 NIFONG BLVD W-CO,,2012-10-28 12:49:19,38.913610,-92.368810
2012206348,PARKING VIOLATION,3501 WAKEFIELD DR-CO,,2012-10-28 12:36:54,38.914070,-92.350500
2012206347,SUSPICIOUS INCIDENT,2000 BUSINESS LOOP 70 W-CO,OFFICE,2012-10-28 12:34:36,38.967860,-92.368220
2012206346,LARCENY,805 KEENE ST N-CO,,2012-10-28 12:34:11,38.958800,-92.291120
2012206344,PARKING VIOLATION,2418 SANTA ROSA CT-CO,,2012-10-28 12:28:29,38.910390,-92.302520
2012206343,CHECK OPEN BUSINESS,4105 VAWTER SCHOOL RD W-CO,,2012-10-28 12:18:30,38.913020,-92.398260
2012206360,TRESPASS VEHICLE,304 COLLEGE AV S-CO,A,2012-10-28 12:12:16,38.948180,-92.321600
2012206337,TRAFFIC STOP,2011 OLD HIGHWAY 63 S-CO,,2012-10-28 12:05:19,38.925670,-92.311360
2012206339,SUSPICIOUS PERSON,FORUM BLVD-CO/NIFONG BLVD W-CO,,2012-10-28 12:03:57,38.9087,-92.354
2012206336,SUSPICIOUS PERSON,902 ROYAL BIRKDALE DR-CO,,2012-10-28 11:59:55,38.902910,-92.353120
2012206332,CHECK SUBJECT,GREEN MEADOWS RD E-CO/CARTER LN-CO,,2012-10-28 11:50:52,38.9164,-92.3341
2012206328,TRAFFIC STOP,PROVIDENCE RD S-CO/GREEN MEADOWS RD E-CO,,2012-10-28 11:45:42,38.9163,-92.3347
2012206330,LARCENY,3402 I70 DR SOUTHEAST-CO,,2012-10-28 11:45:21,38.960800,-92.286740
2012206327,TRAFFIC STOP,PROVIDENCE RD S-CO/RESEARCH PARK DR-CO,,2012-10-28 11:41:11,38.9348,-92.3366
2012206322,SUSPICIOUS VEHICLE,412 OLD PLANK RD W-CO,103,2012-10-28 11:04:51,38.888680,-92.349260
2012206320,PEACE DISTURBANCE,212 LINCOLN DR-CO,,2012-10-28 10:31:49,38.957530,-92.341530
2012206318,SHOTS FIRED,1000 BLK GRAND AV-CO,,2012-10-28 10:16:26,38.962614,-92.336476
2012206313,LAW ALARM,225 NINTH ST S-CO,,2012-10-28 09:45:14,38.948660,-92.327870
2012206305,DISTURBANCE,302 OLD PLANK RD W-CO,106,2012-10-28 09:29:02,38.889870,-92.348680
2012206304,PEACE DISTURBANCE,1609 BLK HINKSON AV-CO,,2012-10-28 09:09:46,,
2012206306,RECOVER PROPERTY,301 NEBRASKA AV-CO,,2012-10-28 09:06:47,38.966680,-92.333250
2012206302,DISTURBANCE,1607 RICHARDSON ST-CO,,2012-10-28 09:04:13,38.955260,-92.315630
2012206299,CHECK SUBJECT,JENNE LN-CO/BROWN STATION RD-CO,,2012-10-28 09:01:24,38.9933,-92.2917
2012206300,PEACE DISTURBANCE,1212 PAQUIN ST-CO,,2012-10-28 08:57:39,38.947500,-92.322490
2012206298,VANDALISM,2229 GRINDSTONE PKWY-CO,,2012-10-28 08:42:19,38.914780,-92.306290
2012206295,DISTURBANCE,5101 BETHEL ST-CO,,2012-10-28 08:36:32,38.894360,-92.345400
2012206294,ASSIST MEDICS,809 JEFFERSON ST-CO,,2012-10-28 08:34:36,38.961990,-92.343480
2012206316,LARCENY,2701 PROVIDENCE RD S-CO,,2012-10-28 08:29:52,38.920390,-92.336470
2012206291,SUSPICIOUS PERSON,PROVIDENCE RD S-CO/CARTER LN-CO,,2012-10-28 08:28:31,38.9204,-92.3355
2012206288,TRAFFIC STOP,BROADWAY E-CO/GREEN VALLEY DR-CO,,2012-10-28 08:26:33,38.9485,-92.3072
2012206297,PEACE DISTURBANCE,1210 PAQUIN ST-CO,,2012-10-28 08:20:58,38.947500,-92.322610
2012206285,CHECK SUBJECT,900 BLK DANFORTH DR-CO,,2012-10-28 08:13:21,,
2012206287,SUSPICIOUS INCIDENT,1407 ROLLING ROCK DR-CO,,2012-10-28 08:08:05,38.920820,-92.319770
2012206283,ASSIST MEDICS,1201 GRINDSTONE PKWY-CO,A,2012-10-28 08:06:26,38.913120,-92.324050
2012206282,DISTURBANCE,1406 ROSS ST-CO,,2012-10-28 08:00:40,38.943610,-92.320000
2012206281,LEAVING THE SCENE ACCIDENT,2215 BLUFF BLVD-CO,,2012-10-28 07:57:40,38.941990,-92.305320
2012206280,EXHIBITIONIST,SIXTH ST N-CO/BROADWAY E-CO,,2012-10-28 07:56:12,38.9516,-92.3308
2012206274,FOOT PATROL,912 BUSINESS LOOP 70 E-CO,,2012-10-28 07:38:52,38.963870,-92.326210
2012206277,PEACE DISTURBANCE,3901 BUTTONWOOD DR-CO,6203,2012-10-28 07:38:36,38.908280,-92.330890
2012206278,CHECK TRAFFIC LIGHTS,SEVENTH ST N-CO/BROADWAY E-CO,,2012-10-28 07:38:04,38.9516,-92.3297
2012206286,PEACE DISTURBANCE,3904 BUTTONWOOD DR-CO,,2012-10-28 07:33:38,38.907240,-92.331500
2012206269,SUSPICIOUS INCIDENT,3230 ROCK QUARRY RD-CO,303,2012-10-28 07:31:39,38.914750,-92.312940
2012206267,CHECK SUBJECT,912 BUSINESS LOOP 70 E-CO,,2012-10-28 07:31:00,38.963870,-92.326210
2012206261,TRAFFIC STOP,PROVIDENCE RD S-CO/LOCUST ST-CO,,2012-10-28 07:29:34,38.9496,-92.3342
2012206284,CIVIL MATTER,811 EIGHTH ST N-CO,,2012-10-28 07:29:03,38.960070,-92.327070
2012206266,DWI,HYDE PARK AV-CO/NIFONG BLVD E-CO,,2012-10-28 07:28:27,38.9097,-92.3294
2012206271,BURGLARY,509 GARTH AV N-CO,,2012-10-28 07:25:41,38.958710,-92.339020
2012206255,CHECK SUBJECT,TENTH ST S-CO/LOCUST ST-CO,,2012-10-28 07:18:36,38.9495,-92.3266
2012206258,SUSPICIOUS INCIDENT,5129 CLARK LN-CO,101,2012-10-28 07:18:22,38.965380,-92.258270
2012206254,CHECK SUBJECT,915 CHERRY ST-CO,,2012-10-28 07:17:12,38.950600,-92.326860
2012206251,CHECK BUILDING,4011 I70 DR SOUTHWEST-CO,,2012-10-28 07:13:26,,
2012206252,TRESPASS SUBJECT,2012 NIFONG BLVD E-CO,,2012-10-28 07:12:04,38.906930,-92.309660
2012206289,PEACE DISTURBANCE,804 BROADWAY E-CO,,2012-10-28 07:08:29,38.951380,-92.328340
2012206247,CHECK SUBJECT,904 VANDIVER DR-CO,,2012-10-28 07:06:16,38.970710,-92.326140
2012206248,ASSAULT,1121 BUSINESS LOOP 70 E-CO,A,2012-10-28 07:04:38,38.964560,-92.323270
2012206250,CHECK SUBJECT,600 WALNUT ST E-CO,,2012-10-28 07:02:41,38.952480,-92.330470
2012206245,ASSIST MEDICS,612 FOURTH ST S-CO,,2012-10-28 07:01:37,38.944050,-92.333550
2012206244,TRAFFIC STOP,BROADWAY E-CO/WILLIS AV-CO,,2012-10-28 07:01:31,38.9514,-92.3208
2012206243,DISTURBANCE,1704 PROVIDENCE RD N-CO,,2012-10-28 06:58:12,38.970570,-92.333170
2012206242,ASSIST OFFICER,DOWNTOWN,,2012-10-28 06:56:38,38.9525,-92.3305
2012206240,CHECK SUBJECT,909 CHERRY ST-CO,,2012-10-28 06:54:19,38.950630,-92.327110
2012206237,DISTURBANCE,1014 BROADWAY E-CO,,2012-10-28 06:47:57,38.951320,-92.325900
2012206235,PARKING VIOLATION,1000 BLK BROADWAY E-CO,,2012-10-28 06:43:32,38.9515,-92.326
2012206234,DISTURBANCE,1322 PARIS RD-CO,,2012-10-28 06:42:51,38.957640,-92.319510
2012206231,TRESPASS SUBJECT,1412 RANGE LINE ST-CO,,2012-10-28 06:39:09,38.966120,-92.323940
2012206232,SUSPICIOUS INCIDENT,3200 PENN TER-CO,121,2012-10-28 06:37:36,38.965800,-92.285330
